原文件,0-10km/h速度占比,10-20km/h速度占比,20-30km/h速度占比,30-40km/h速度占比,40-50km/h速度占比,    50-60km/h速度占比,60-70km/h速度占比,70以上km/h速度占比,    加速度占比,减速度占比,怠速占比,匀速占比,速度标准差,平均速度,油耗平均值
ff1152,1,0,0,0,0,0,0,0,0.333,0.333,0.5,0.667,0.151,0.267,0.263
ff1153,0.12,0.38,0.5,0,0,0,0,0,0.6,0.28,0.057,0.14,8.147,18.388,0.489
ff1154,0.138,0.31,0.552,0,0,0,0,0,0.552,0.448,0.613,0.034,10.08,18.655,0.486
ff1155,0.545,0.455,0,0,0,0,0,0,0.227,0.727,0.083,0.091,3.865,8.645,3.2
ff1156,0.133,0.627,0.24,0,0,0,0,0,0.413,0.453,0.581,0.133,8.691,16.16,25.455
ff1157,0.021,0.062,0.33,0.526,0.062,0,0,0,0.505,0.412,0.54,0.093,16.211,30.739,13.064
ff1158,0.06,0.34,0.6,0,0,0,0,0,0.52,0.38,0.074,0.12,7.261,19.148,20.131
ff1159,0.233,0.267,0.5,0,0,0,0,0,0.433,0.433,0.667,0.133,9.5,17.493,16.689
ff1160,0.389,0.611,0,0,0,0,0,0,0.333,0.333,0.647,0.389,6.05,9.611,7.161
ff1161,0.258,0.323,0.419,0,0,0,0,0,0.484,0.387,0.311,0.129,9.683,15.668,6.459
ff1162,0.06,0.2,0.22,0.52,0,0,0,0,0.6,0.38,0.51,0.04,15.481,27.328,0.494
ff1163,1,0,0,0,0,0,0,0,0.333,1,0.909,0,0.615,2.1,0.263
ff1164,0.101,0.217,0.188,0.319,0.174,0,0,0,0.478,0.449,0.055,0.072,13.019,27.161,8.723
ff1165,0.825,0.175,0,0,0,0,0,0,0.475,0.375,0.672,0.175,3.722,7.075,25.033
ff1166,1,0,0,0,0,0,0,0,1,1,0.938,0,0.425,1.7,59.04
ff1167,0.78,0.22,0,0,0,0,0,0,0.537,0.244,0.163,0.244,3.978,7.732,22.105
ff1168,0.421,0.579,0,0,0,0,0,0,0.474,0.474,0.441,0.105,6.47,10.974,6.989
ff1169,0.812,0.188,0,0,0,0,0,0,0.5,0.438,0.385,0.125,3.985,5.563,7.971
ff1170,0.654,0.346,0,0,0,0,0,0,0.5,0.385,0.316,0.115,4.838,8.031,19.863
ff1171,0.318,0.273,0.409,0,0,0,0,0,0.482,0.373,0.027,0.145,9.009,16.078,11.556
ff1172,0.061,0.415,0.366,0.159,0,0,0,0,0.488,0.427,0.481,0.098,11.894,21.38,6.584
ff1173,1,0,0,0,0,0,0,0,0.333,0,0.625,0.333,0.092,0.167,63.16
ff1174,1,0,0,0,0,0,0,0,0.333,0.667,0.905,0.167,1.183,3.833,30.865
ff1175,0.13,0.278,0.593,0,0,0,0,0,0.519,0.444,0.129,0.056,9.029,19.15,8.524
ff1176,0.176,0.647,0.176,0,0,0,0,0,0.588,0.412,0.469,0.059,8.4,14.1,11.391
ff1177,0.119,0.194,0.224,0.463,0,0,0,0,0.493,0.433,0.442,0.09,14.992,25.328,3.278
ff1178,0.35,0.34,0.31,0,0,0,0,0,0.48,0.41,0.363,0.11,9.848,14.811,8.448
ff1179,0.764,0.236,0,0,0,0,0,0,0.364,0.4,0.382,0.218,4.346,7.205,13.637
ff1180,0.154,0.546,0.3,0,0,0,0,0,0.446,0.392,0.023,0.162,6.398,16.417,2.791
ff1181,0.537,0.167,0.296,0,0,0,0,0,0.426,0.444,0.546,0.148,8.597,12.611,4.946
ff1182,0.119,0.19,0.31,0.381,0,0,0,0,0.548,0.357,0.693,0.095,12.558,24.414,10.654
ff1183,0.071,0.188,0.376,0.365,0,0,0,0,0.529,0.365,0.315,0.118,13.422,25.079,2.667
ff1184,0.367,0.133,0.433,0.067,0,0,0,0,0.367,0.433,0.655,0.167,10.694,17.357,6.701
ff1185,0.333,0.667,0,0,0,0,0,0,0.375,0.458,0.351,0.167,7.553,10.95,15.818
ff1186,1,0,0,0,0,0,0,0,0.4,0.8,0.375,0,3.3,4.92,36.676
ff1187,0.333,0.571,0.095,0,0,0,0,0,0.429,0.476,0.562,0.095,7.172,12.062,15.129
ff1188,0.102,0.136,0.729,0.034,0,0,0,0,0.508,0.39,0.563,0.119,12.394,22.783,10.994
ff1189,0.196,0.261,0.326,0.217,0,0,0,0,0.522,0.413,0.233,0.043,12.377,19.961,10.895
ff1190,0.222,0.556,0.222,0,0,0,0,0,0.667,0.389,0.526,0,8.177,14.144,20.759
ff1191,0.079,0.213,0.416,0.281,0.011,0,0,0,0.404,0.517,0.239,0.079,13.14,24.102,12.565
ff1192,0.088,0.211,0.526,0.175,0,0,0,0,0.474,0.474,0.659,0.07,11.577,22.325,10.131
ff1193,0.025,0.057,0.098,0.393,0.348,0.078,0,0,0.492,0.365,0.317,0.148,19.537,37.384,5.977
ff1194,0.5,0.5,0,0,0,0,0,0,0.5,0.667,0.929,0,2.428,9,29.312
ff1195,1,0,0,0,0,0,0,0,0.667,0.667,0.625,0,0.849,1.633,41.293
ff1196,1,0,0,0,0,0,0,0,0.413,0.46,0.045,0.143,1.19,3.333,54.015
ff1197,1,0,0,0,0,0,0,0,0.4,0.4,0.375,0.4,1.184,2.28,0.262
ff1198,1,0,0,0,0,0,0,0,0.5,0.5,0.429,0.125,1.327,2.45,0.29
ff1199,0.476,0.524,0,0,0,0,0,0,0.476,0.429,0.125,0.143,4.237,9.748,0.345
ff1200,0.188,0.688,0.125,0,0,0,0,0,0.562,0.375,0.543,0.125,8.646,15.875,15.769
ff1201,0.523,0.295,0.182,0,0,0,0,0,0.477,0.364,0.617,0.159,6.669,9.761,21.941
ff1202,0.206,0.412,0.382,0,0,0,0,0,0.471,0.353,0.452,0.206,9.669,15.859,9.412
ff1203,1,0,0,0,0,0,0,0,0.6,0.6,0.688,0,2.864,5.4,12.608
ff1204,0.5,0.412,0.088,0,0,0,0,0,0.412,0.529,0.649,0.088,6.533,11.288,21.987
ff1205,1,0,0,0,0,0,0,0,0.5,0.75,0.429,0,1.185,2.1,56.7
ff1206,1,0,0,0,0,0,0,0,0.333,1,0.972,0,0.367,2.167,53.823
ff1207,1,0,0,0,0,0,0,0,0.5,0.75,0.826,0,0.665,1.7,53.227
ff1208,1,0,0,0,0,0,0,0,0.444,0.556,0.591,0.111,2.896,4.389,14.339
ff1209,1,0,0,0,0,0,0,0,1,1,0.974,0,0.24,1.5,43.65
ff1210,0.078,0.062,0.141,0.266,0.375,0.078,0,0,0.625,0.359,0.158,0.031,17.833,35.502,17.338
ff1211,0.032,0.08,0.056,0.064,0.16,0.408,0.2,0,0.576,0.392,0.321,0.04,25.971,47.769,8.06
ff1212,0.06,0.093,0.049,0.09,0.15,0.35,0.178,0.03,0.508,0.404,0.124,0.09,22.717,45.886,10.003
ff1213,0.438,0.562,0,0,0,0,0,0,0.469,0.469,0.22,0.094,6.101,11.316,12.147
ff1214,0.917,0.083,0,0,0,0,0,0,0.292,0.458,0.579,0.292,3.107,4.958,18.538
ff1215,0.5,0.5,0,0,0,0,0,0,0.4,0.45,0.697,0.2,5.249,9.815,18.596
ff1216,0.615,0.385,0,0,0,0,0,0,0.538,0.423,0.316,0.077,5.452,8.196,19.157
ff1217,1,0,0,0,0,0,0,0,0.75,0.5,0.818,0,1.135,2.825,56.703
ff1218,0.5,0.5,0,0,0,0,0,0,0.7,0.4,0.677,0,5.068,8.92,17.716
ff1219,0.417,0.583,0,0,0,0,0,0,0.625,0.333,0.314,0.083,6.125,10.587,10.665
ff1220,0.556,0.444,0,0,0,0,0,0,0.519,0.444,0.25,0.074,5.245,10.463,21.296
ff1221,1,0,0,0,0,0,0,0,0.636,0.273,0.56,0.182,1.953,3.282,52.98
ff1222,0.926,0.074,0,0,0,0,0,0,0.519,0.426,0.26,0.074,3.355,5.833,33.204
ff1223,1,0,0,0,0,0,0,0,0.5,0.75,0.75,0,1.423,3.075,44.907
ff1224,0.438,0.562,0,0,0,0,0,0,0.5,0.5,0.495,0.021,6.223,10.088,31.319
ff1225,1,0,0,0,0,0,0,0,0.4,0.533,0.483,0.133,2.356,4.16,43.361
ff1226,0.258,0.742,0,0,0,0,0,0,0.516,0.419,0.354,0.097,6.348,11.203,16.397
ff1227,0.529,0.471,0,0,0,0,0,0,0.706,0.353,0.15,0,4.433,8.635,29.782
ff1228,0.094,0.281,0.625,0,0,0,0,0,0.531,0.469,0.418,0.031,11.031,19.997,14.181
ff1229,1,0,0,0,0,0,0,0,0,0,0.75,0,0.05,0.1,57.53
ff1230,1,0,0,0,0,0,0,0,0.5,0.75,0.636,0,3.547,6.5,45.468
ff1231,0.027,0.297,0.622,0.054,0,0,0,0,0.459,0.568,0.413,0,12.059,22.495,28.027
ff1232,1,0,0,0,0,0,0,0,0,0,0.8,0,0.045,0.1,52.98
ff1233,1,0,0,0,0,0,0,0,0.5,0.75,0.81,0,1.097,2.7,53.487
ff1234,0.012,0.064,0.139,0.266,0.329,0.191,0,0,0.584,0.387,0.06,0.035,14.64,39.173,6.124
ff1235,0.019,0.049,0.146,0.325,0.35,0.112,0,0,0.485,0.447,0.223,0.073,18.509,37.64,7.651
ff1236,0.082,0.2,0.412,0.212,0.094,0,0,0,0.424,0.541,0.455,0.047,14.526,24.485,23.268
ff1237,0.106,0.213,0.617,0.064,0,0,0,0,0.489,0.447,0.13,0.064,10.361,21.391,3.093
ff1238,0.269,0.565,0.167,0,0,0,0,0,0.491,0.426,0.2,0.093,8.465,14.926,6.821
ff1239,0.889,0.111,0,0,0,0,0,0,0.222,0.889,0.526,0,3.547,5.267,27.189
ff1240,0.305,0.484,0.211,0,0,0,0,0,0.484,0.368,0.188,0.147,8.03,12.852,8.949
ff1241,0.074,0.337,0.442,0.147,0,0,0,0,0.526,0.442,0.087,0.042,10.087,22.004,2.513
ff1242,0.044,0.115,0.204,0.106,0.372,0.159,0,0,0.522,0.363,0.441,0.124,20.816,36.188,13.493
ff1243,1,0,0,0,0,0,0,0,0.5,0.75,0.857,0,1.733,3.975,61.175
ff1244,1,0,0,0,0,0,0,0,0.3,0.6,0.859,0.2,0.838,2.31,53.254
ff1245,1,0,0,0,0,0,0,0,0.2,0.2,0.737,0.8,0.905,2,56.914
ff1246,1,0,0,0,0,0,0,0,0.167,0.667,0.684,0.333,1.138,2.3,49.492
ff1247,1,0,0,0,0,0,0,0,1,1,0.941,0,0.34,1.4,53.49
ff1248,0.102,0.059,0.085,0.424,0.153,0.178,0,0,0.627,0.347,0.224,0.034,19.37,35.26,16.931
ff1249,1,0,0,0,0,0,0,0,0.286,0.857,0.811,0,1.297,2.914,26.524
ff1250,0.145,0.4,0.145,0.145,0.164,0,0,0,0.673,0.309,0.389,0.036,15.038,23.06,6.248
ff1251,0.186,0.157,0.127,0.333,0.196,0,0,0,0.441,0.51,0.089,0.039,14.909,26.592,17.37
ff1252,1,0,0,0,0,0,0,0,0.5,0,0.6,0,0.089,0.15,61.185
ff1253,0.471,0.176,0.353,0,0,0,0,0,0.618,0.353,0.277,0.029,9.936,13.356,9.34
ff1254,1,0,0,0,0,0,0,0,1,1,0.75,0,0.95,1.9,0.24
ff1255,1,0,0,0,0,0,0,0,0.4,0.2,0.444,0.6,0.229,0.42,0.258
ff1256,1,0,0,0,0,0,0,0,0.5,1,0.946,0,0.677,2.85,63.075
ff1257,1,0,0,0,0,0,0,0,0.625,0.5,0.733,0,1.115,2.4,0.291
ff1258,0.429,0.571,0,0,0,0,0,0,0.476,0.476,0.16,0.095,6.263,8.91,0.274
ff1259,0.417,0.583,0,0,0,0,0,0,0.5,0.583,0.478,0,5.968,9.6,0.289
ff1260,1,0,0,0,0,0,0,0,0.286,0.286,0.222,0.429,0.124,0.186,49.017
ff1261,1,0,0,0,0,0,0,0,0,0,0.667,0,0.058,0.1,45.4
ff1262,1,0,0,0,0,0,0,0,0.8,0.4,0.643,0,1.618,3.1,59.188
ff1263,1,0,0,0,0,0,0,0,0.6,0.4,0.545,0.2,0.982,1.86,24.872
ff1264,1,0,0,0,0,0,0,0,0.667,0.667,0.812,0,1.083,2.667,0.253
ff1265,1,0,0,0,0,0,0,0,0.667,0.667,0.571,0,2.491,3.4,0.323
ff1266,1,0,0,0,0,0,0,0,0.5,0.5,0.31,0.05,2.6,4.31,0.28
ff1267,0.198,0.146,0.365,0.292,0,0,0,0,0.531,0.385,0.094,0.073,12.168,22.009,0.456
ff1268,0.077,0.135,0.2,0.49,0.097,0,0,0,0.503,0.445,0.114,0.058,13.6,29.197,0.552
ff1269,0.722,0.278,0,0,0,0,0,0,0.667,0.333,0.438,0.056,4.343,7.3,0.341
ff1270,0.514,0.486,0,0,0,0,0,0,0.324,0.459,0.159,0.216,5.895,11.451,0.362
ff1271,0.5,0.5,0,0,0,0,0,0,0.5,0.6,0.697,0,4.838,8.4,0.356
ff1272,1,0,0,0,0,0,0,0,0.4,0.8,0.375,0,1.78,3.08,0.344
ff1273,1,0,0,0,0,0,0,0,0.5,1,0.9,0,0.477,1.55,0.33
ff1274,0.322,0.322,0.078,0.278,0,0,0,0,0.452,0.443,0.324,0.113,12.891,17.368,0.608
ff1275,1,0,0,0,0,0,0,0,0.25,1,0.667,0,1.474,2.875,0.29
ff1276,1,0,0,0,0,0,0,0,0.314,0.4,0.485,0.314,2.001,3.611,0.295
ff1277,1,0,0,0,0,0,0,0,0.5,0.5,0.905,0.5,0.692,2.3,0.315
ff1278,1,0,0,0,0,0,0,0,0.333,0.333,0.5,0.667,0.133,0.233,59.373
ff1279,1,0,0,0,0,0,0,0,1,1,0.75,0,0.1,0.2,0.31
ff1280,0.209,0.418,0.373,0,0,0,0,0,0.433,0.433,0.043,0.119,8.02,16.928,1.352
ff1281,1,0,0,0,0,0,0,0,1,1,0.929,0,0.107,0.4,59.8
ff1282,0.72,0.28,0,0,0,0,0,0,0.4,0.4,0.107,0.24,4.68,5.308,20.156
ff1283,1,0,0,0,0,0,0,0,0,0,0.6,0.25,0.071,0.125,46.55
ff1284,1,0,0,0,0,0,0,0,0,0,0.667,0,0.073,0.133,55
ff1285,0.851,0.149,0,0,0,0,0,0,0.433,0.463,0.33,0.119,4.023,5.755,25.302
ff1286,1,0,0,0,0,0,0,0,0.667,0.667,0.75,0,0.879,1.933,60.553
ff1287,0.175,0.219,0.394,0.212,0,0,0,0,0.444,0.419,0.091,0.144,11.062,21.256,0.477
ff1288,1,0,0,0,0,0,0,0,0.6,0.6,0.902,0,0.794,2.6,0.282
ff1289,0.188,0.417,0.396,0,0,0,0,0,0.562,0.354,0.077,0.104,8.246,17.013,0.475
ff1290,0.133,0.096,0.169,0.205,0.398,0,0,0,0.506,0.386,0.135,0.12,17.049,31.604,6.387
ff1291,0.014,0.042,0.218,0.183,0.303,0.239,0,0,0.542,0.415,0.416,0.049,21.802,39.757,0.726
ff1292,0.032,0.173,0.216,0.247,0.332,0,0,0,0.484,0.399,0.05,0.12,13.118,31.894,1.25
ff1293,0.045,0.091,0.25,0.614,0,0,0,0,0.682,0.295,0.102,0.045,12.147,30.282,0.727
ff1294,1,0,0,0,0,0,0,0,0.5,0,0.6,0,0.089,0.15,63.46
ff1295,0.121,0.333,0.545,0,0,0,0,0,0.485,0.455,0.468,0.091,10.637,18.485,0.496
ff1296,0.9,0.1,0,0,0,0,0,0,0.45,0.45,0.167,0.15,3.605,4.145,9.601
ff1297,1,0,0,0,0,0,0,0,0.6,0.6,0.615,0,2.085,3.86,38.19
ff1298,0.429,0.571,0,0,0,0,0,0,0.429,0.333,0.382,0.262,5.952,10.981,4.525
ff1299,0.773,0.227,0,0,0,0,0,0,0.5,0.545,0.371,0,4.513,7.064,8.733
ff1300,1,0,0,0,0,0,0,0,0.333,0.667,0.7,0.333,0.885,1.8,0.29
ff1301,0.345,0.138,0.092,0.425,0,0,0,0,0.563,0.333,0.139,0.115,15.063,21.089,2.712
ff1302,0.067,0.2,0.3,0.433,0,0,0,0,0.583,0.333,0.155,0.1,12.513,25.593,0.56
ff1303,0.5,0.5,0,0,0,0,0,0,0.5,0.625,0.896,0,3.682,10.688,36.675
ff1304,1,0,0,0,0,0,0,0,0.6,0.6,0.881,0,1.966,5.6,12.762
ff1305,0.059,0.088,0.245,0.255,0.353,0,0,0,0.569,0.402,0.184,0.039,17.185,33.352,5.623
ff1306,1,0,0,0,0,0,0,0,0,0,0.909,0,0.03,0.1,61.06
ff1307,0.067,0.067,0.26,0.308,0.298,0,0,0,0.596,0.337,0.046,0.058,13.014,30.798,5.344
ff1308,0.039,0.066,0.368,0.355,0.171,0,0,0,0.618,0.355,0.255,0.026,15.785,30.776,3.062
ff1309,1,0,0,0,0,0,0,0,0.25,0.125,0.273,0.5,0.78,0.512,53.391
ff1310,0.104,0.144,0.312,0.267,0.134,0.04,0,0,0.51,0.386,0.069,0.109,13.85,27.951,7.978
ff1311,1,0,0,0,0,0,0,0,0.333,1,0.812,0,1.066,2.5,54.583
ff1312,0.286,0.5,0.214,0,0,0,0,0,0.571,0.5,0.5,0,8.264,13.579,18.446
ff1313,0.068,0.136,0.477,0.318,0,0,0,0,0.409,0.455,0.667,0.159,12.214,24.009,10.237
ff1314,0.113,0.151,0.151,0.264,0.321,0,0,0,0.415,0.547,0.543,0.038,17.406,29.326,28.451
ff1315,0.111,0.194,0.694,0,0,0,0,0,0.5,0.444,0.514,0.083,10.768,19.669,20.634
ff1316,0.538,0.462,0,0,0,0,0,0,0.462,0.5,0.235,0.038,5.993,9.104,24.1
ff1317,0.203,0.418,0.139,0.241,0,0,0,0,0.494,0.418,0.037,0.101,10.839,18.167,22.492
ff1318,0.225,0.475,0.3,0,0,0,0,0,0.375,0.575,0.403,0.075,8.849,15.442,14.397
ff1319,0.175,0.3,0.4,0.125,0,0,0,0,0.45,0.525,0.216,0.05,11.541,20.002,8.172
ff1320,0.824,0.176,0,0,0,0,0,0,0.176,0.706,0.721,0.176,3.291,6.276,25.499
ff1321,1,0,0,0,0,0,0,0,0.333,0.333,0.625,0.667,0.104,0.2,59.287
ff1322,0.154,0.294,0.455,0.098,0,0,0,0,0.434,0.448,0.149,0.126,10.521,20.429,5.666
ff1323,1,0,0,0,0,0,0,0,1,1,0.917,0,0.953,3.3,0.29
ff1324,1,0,0,0,0,0,0,0,0.481,0.426,0.085,0.111,2.391,5.8,22.094
ff1325,0.96,0.04,0,0,0,0,0,0,0.4,0.56,0.219,0.08,3.066,5.104,29.444
ff1326,1,0,0,0,0,0,0,0,0.429,0.429,0.3,0.286,2.058,3.843,59.359
ff1327,1,0,0,0,0,0,0,0,0.5,0.625,0.273,0,1.223,2.562,54.683
ff1328,1,0,0,0,0,0,0,0,0.667,0.667,0.875,0,0.766,2.233,56.513
ff1329,0.714,0.286,0,0,0,0,0,0,0.46,0.333,0.1,0.222,3.979,7.471,21.995
ff1330,0.321,0.624,0.055,0,0,0,0,0,0.495,0.321,0.035,0.174,6.083,12.104,7.75
ff1331,1,0,0,0,0,0,0,0,0.4,0.6,0.444,0.1,3.539,6.19,18.418
ff1332,0.4,0.6,0,0,0,0,0,0,0.4,0.56,0.194,0.08,6.69,10.42,17.857
ff1333,1,0,0,0,0,0,0,0,1,1,0.981,0,0.485,3.5,0.24
ff1334,0.188,0.646,0.167,0,0,0,0,0,0.479,0.396,0.273,0.135,8.071,14.447,17.26
ff1335,0.218,0.295,0.423,0.064,0,0,0,0,0.474,0.423,0.304,0.115,10.912,18.492,6.817
ff1336,1,0,0,0,0,0,0,0,0,0,0.833,0,0.041,0.1,60.04
ff1337,1,0,0,0,0,0,0,0,0,0,0.833,0,0.041,0.1,53.22
ff1338,1,0,0,0,0,0,0,0,0.273,0.182,0.718,0.636,0.761,1.655,42.775
ff1339,0.103,0.172,0.707,0.017,0,0,0,0,0.569,0.397,0.426,0.052,12.305,22.083,15.414
ff1340,0.195,0.273,0.403,0.13,0,0,0,0,0.455,0.429,0.163,0.13,11.155,18.945,18.955
ff1341,0.109,0.844,0.047,0,0,0,0,0,0.453,0.469,0.045,0.094,4.943,14.003,12.973
ff1342,0.5,0.5,0,0,0,0,0,0,0.5,0.6,0.375,0,6.844,9.04,12.513
ff1343,0.316,0.474,0.211,0,0,0,0,0,0.526,0.474,0.5,0.053,8.193,13.353,6.901
ff1344,1,0,0,0,0,0,0,0,0.5,0,0.6,0,0.089,0.15,0.24
ff1345,0.022,0.156,0.222,0.222,0.378,0,0,0,0.578,0.4,0.451,0.044,18.256,32.258,17.035
ff1346,0.075,0.226,0.189,0.321,0.189,0,0,0,0.453,0.509,0.321,0.057,16.113,27.406,28.196
ff1347,1,0,0,0,0,0,0,0,1,1,0.98,0,0.443,3.1,0.24
ff1348,0.215,0.173,0.206,0.234,0.164,0.009,0,0,0.5,0.435,0.036,0.07,14.761,25.053,11.616
ff1349,0.017,0.043,0.077,0.094,0.265,0.479,0.026,0,0.504,0.427,0.199,0.077,21.316,45.525,2.974
ff1350,0.4,0.6,0,0,0,0,0,0,0.7,0.4,0.545,0,6.258,10.42,12.285
ff1351,1,0,0,0,0,0,0,0,0.333,0.333,0.625,0.667,0.104,0.2,62.407
ff1352,0.857,0.143,0,0,0,0,0,0,0.471,0.457,0.47,0.086,4.019,6.783,6.598
ff1353,0.636,0.364,0,0,0,0,0,0,0.364,0.5,0.214,0.182,6.559,8.627,14.705
ff1354,0.558,0.326,0.116,0,0,0,0,0,0.395,0.512,0.065,0.116,6.182,11.447,4.731
ff1355,0.385,0.462,0.154,0,0,0,0,0,0.423,0.5,0.088,0.096,8.038,12.944,8.865
ff1356,0.069,0.328,0.569,0.034,0,0,0,0,0.586,0.362,0.134,0.069,9.267,20.979,1.632
ff1357,0.064,0.128,0.447,0.362,0,0,0,0,0.574,0.383,0.356,0.064,13.634,25.051,1.841
ff1358,0.152,0.576,0.273,0,0,0,0,0,0.364,0.515,0.298,0.152,8.878,16.058,4.232
ff1359,1,0,0,0,0,0,0,0,0,0,0.75,0,0.05,0.1,60.8
ff1360,0.079,0.197,0.406,0.17,0.148,0,0,0,0.511,0.432,0.155,0.061,13.707,25.801,7.885
ff1361,1,0,0,0,0,0,0,0,0.5,0.5,0.68,0.125,1.933,3.913,8.289
ff1362,1,0,0,0,0,0,0,0,0.25,1,0.5,0,1.161,2.1,0.275
ff1363,0.128,0.308,0.333,0.231,0,0,0,0,0.513,0.385,0.037,0.103,10.709,22.281,5.24
ff1364,1,0,0,0,0,0,0,0,0.667,0.417,0.538,0,3.234,5.517,10.657
ff1365,0.13,0.167,0.247,0.358,0.099,0,0,0,0.556,0.401,0.012,0.043,11.756,25.781,2.421
ff1366,0.123,0.175,0.211,0.491,0,0,0,0,0.491,0.386,0.208,0.123,14.596,26.063,12.675
ff1367,0.311,0.533,0.156,0,0,0,0,0,0.422,0.511,0.151,0.067,7.059,13.253,13.831
ff1368,0.418,0.4,0.182,0,0,0,0,0,0.473,0.491,0.267,0.055,8.074,12.929,18.18
ff1369,0.108,0.243,0.649,0,0,0,0,0,0.486,0.486,0.373,0.054,11.029,19.789,13.908
ff1370,0.933,0.067,0,0,0,0,0,0,0.378,0.467,0.297,0.178,3.666,6.758,22.421
ff1371,0.33,0.626,0.044,0,0,0,0,0,0.363,0.473,0.09,0.176,6.367,12.975,5.773
ff1372,1,0,0,0,0,0,0,0,0.5,0.625,0.467,0,3.204,5.538,8.281
ff1373,0.129,0.516,0.355,0,0,0,0,0,0.548,0.376,0.106,0.086,8.268,17.302,22.922
ff1374,0.024,0.337,0.639,0,0,0,0,0,0.426,0.426,0.124,0.154,8.162,20.686,12.765
ff1375,0.5,0.192,0.308,0,0,0,0,0,0.5,0.462,0.74,0.077,6.74,12.565,28.696
ff1376,0.194,0.806,0,0,0,0,0,0,0.516,0.29,0.5,0.226,7.522,13.423,26.565
ff1377,0.125,0.75,0.125,0,0,0,0,0,0.583,0.375,0.75,0.042,6.561,13.888,13.315
ff1378,0.255,0.402,0.225,0.118,0,0,0,0,0.5,0.48,0.157,0.029,9.955,16.931,10.237
ff1379,1,0,0,0,0,0,0,0,0.273,0.636,0.607,0.182,2.421,3.955,28.161
ff1380,1,0,0,0,0,0,0,0,0.667,0.667,0.625,0,1.075,2.067,41.877
ff1381,1,0,0,0,0,0,0,0,0.5,0.75,0.556,0,1.404,2.6,32.1
ff1382,1,0,0,0,0,0,0,0,0.429,0.714,0.741,0,3.279,6.643,26.613
ff1383,0.333,0.333,0.333,0,0,0,0,0,0.533,0.4,0.595,0.067,8.79,14.193,21.195
ff1384,0.04,0.158,0.535,0.267,0,0,0,0,0.554,0.386,0.098,0.059,10.256,25.512,5.462
ff1385,0.051,0.407,0.186,0.356,0,0,0,0,0.424,0.525,0.359,0.068,14.051,24.049,20.207
ff1386,0.052,0.221,0.361,0.341,0.024,0,0,0,0.498,0.39,0.057,0.104,10.43,25.146,15.211
ff1387,0.105,0.561,0.333,0,0,0,0,0,0.526,0.439,0.174,0.035,8.141,16.554,27.41
ff1388,0.139,0.861,0,0,0,0,0,0,0.417,0.361,0.217,0.25,7.585,14.947,10.778
ff1389,0.65,0.35,0,0,0,0,0,0,0.5,0.55,0.692,0,4.94,9.565,29.341
ff1390,0.148,0.185,0.611,0.056,0,0,0,0,0.519,0.444,0.182,0.056,11.708,21.663,6.957
ff1391,0.341,0.61,0.049,0,0,0,0,0,0.463,0.451,0.146,0.049,6.575,11.688,17.086
ff1392,0.385,0.615,0,0,0,0,0,0,0.487,0.385,0.278,0.154,6.895,11.146,11.488
ff1393,1,0,0,0,0,0,0,0,0.333,0.5,0.5,0.25,2.64,3.767,5.518
ff1394,0.429,0.429,0.143,0,0,0,0,0,0.429,0.514,0.271,0.086,7.842,12.946,5.747
ff1395,1,0,0,0,0,0,0,0,1,1,0.9,0,0.095,0.3,0.24
ff1396,0.152,0.5,0.287,0.061,0,0,0,0,0.47,0.463,0.035,0.073,7.638,17.419,3.1
ff1397,0.333,0.667,0,0,0,0,0,0,0.5,0.333,0.429,0.167,6.812,10.475,5.588
ff1398,1,0,0,0,0,0,0,0,0.438,0.562,0.579,0.062,2.879,5.3,48.327
ff1399,1,0,0,0,0,0,0,0,1,1,0.8,0,0.939,2.1,63.57
ff1400,0.092,0.195,0.598,0.115,0,0,0,0,0.425,0.506,0.033,0.057,9.374,22.43,0.494
ff1401,0.186,0.256,0.326,0.233,0,0,0,0,0.512,0.512,0.157,0,11.554,21.267,13.4
ff1402,1,0,0,0,0,0,0,0,0.5,0.5,0.647,0.167,2.422,4.75,21.188
ff1403,1,0,0,0,0,0,0,0,0.667,0.667,0.571,0,2.427,4.467,0.253
ff1404,0.088,0.324,0.529,0.059,0,0,0,0,0.529,0.412,0.081,0.088,9.799,20.782,7.836
ff1405,1,0,0,0,0,0,0,0,0.333,0.667,0.5,0.167,1.506,2.833,0.273
ff1406,0.688,0.172,0.141,0,0,0,0,0,0.406,0.359,0.045,0.25,7.397,8.217,1.346
ff1407,0.26,0.411,0.329,0,0,0,0,0,0.452,0.425,0.189,0.11,9.124,14.251,0.429
ff1408,0.083,0.274,0.286,0.357,0,0,0,0,0.512,0.44,0.067,0.06,10.95,23.546,0.557
ff1409,0.733,0.267,0,0,0,0,0,0,0.467,0.467,0.531,0.133,4.55,7.033,20.468
ff1410,1,0,0,0,0,0,0,0,0.417,0.5,0.872,0.167,2.435,6.725,31.948
ff1411,0.714,0.286,0,0,0,0,0,0,0.524,0.476,0.5,0.048,5.466,8.667,18.286
ff1412,0.538,0.462,0,0,0,0,0,0,0.231,0.615,0.822,0.231,3.93,7.992,5.201
ff1413,0.085,0.34,0.489,0.085,0,0,0,0,0.468,0.468,0.309,0.085,11.92,21.545,0.478
ff1414,0.083,0.315,0.506,0.095,0,0,0,0,0.405,0.423,0.106,0.179,9.263,20.502,0.412
ff1415,0.082,0.918,0,0,0,0,0,0,0.443,0.443,0.274,0.131,7.022,14.526,0.357
